id,user_id,type_ticket_id,ticket_state_id,created_at,updated_at
365,199,9,2,2025-01-13 21:38:00,2025-01-13 21:38:00
366,212,9,2,2025-01-29 15:08:00,2025-01-29 15:08:00
367,216,10,2,2025-01-06 20:12:00,2025-01-06 20:12:00
368,218,9,2,2025-01-23 17:37:00,2025-01-23 17:37:00
369,223,10,2,2025-01-22 10:26:00,2025-01-22 10:26:00
370,224,9,2,2025-01-09 19:55:00,2025-01-09 19:55:00
371,226,10,2,2025-02-06 09:31:00,2025-02-06 09:31:00
372,230,10,2,2025-01-14 10:40:00,2025-01-14 10:40:00
373,232,9,2,2025-01-09 21:10:00,2025-01-09 21:10:00
374,237,9,2,2025-01-27 16:37:00,2025-01-27 16:37:00
375,242,9,2,2025-01-09 10:09:00,2025-01-09 10:09:00
376,247,9,2,2025-01-21 18:52:00,2025-01-21 18:52:00
377,249,9,2,2025-02-01 19:02:00,2025-02-01 19:02:00
378,251,10,2,2025-01-22 13:45:00,2025-01-22 13:45:00
379,254,10,2,2025-01-22 11:41:00,2025-01-22 11:41:00
380,255,9,2,2025-01-28 09:20:00,2025-01-28 09:20:00
381,256,9,2,2025-01-30 10:34:00,2025-01-30 10:34:00
382,260,9,2,2025-01-05 14:44:00,2025-01-05 14:44:00
383,271,9,2,2025-01-24 09:43:00,2025-01-24 09:43:00
384,273,9,2,2025-01-29 19:28:00,2025-01-29 19:28:00
385,275,9,2,2025-01-23 20:15:00,2025-01-23 20:15:00
386,277,9,2,2025-01-21 11:45:00,2025-01-21 11:45:00
387,280,9,2,2025-01-30 17:42:00,2025-01-30 17:42:00
388,282,10,2,2025-01-17 18:21:00,2025-01-17 18:21:00
389,289,10,2,2025-01-25 21:49:00,2025-01-25 21:49:00
390,291,10,2,2025-01-15 18:14:00,2025-01-15 18:14:00
391,297,9,2,2025-01-22 19:46:00,2025-01-22 19:46:00
392,302,10,2,2025-01-21 15:07:00,2025-01-21 15:07:00
393,303,9,2,2025-01-17 10:13:00,2025-01-17 10:13:00
394,306,9,2,2025-01-12 10:22:00,2025-01-12 10:22:00
395,307,10,2,2025-01-16 09:54:00,2025-01-16 09:54:00
396,313,9,2,2025-01-10 12:20:00,2025-01-10 12:20:00
397,322,9,2,2025-01-24 11:46:00,2025-01-24 11:46:00
398,326,9,2,2025-01-20 18:20:00,2025-01-20 18:20:00
399,328,9,2,2025-01-31 21:56:00,2025-01-31 21:56:00
400,329,9,2,2025-02-02 20:45:00,2025-02-02 20:45:00
401,330,9,2,2025-01-17 17:25:00,2025-01-17 17:25:00
402,331,9,2,2025-01-30 17:44:00,2025-01-30 17:44:00
403,333,10,2,2025-02-06 09:14:00,2025-02-06 09:14:00
404,338,10,2,2025-02-01 09:58:00,2025-02-01 09:58:00
405,339,9,2,2025-02-03 17:57:00,2025-02-03 17:57:00
406,340,9,2,2025-01-16 15:11:00,2025-01-16 15:11:00
407,352,9,2,2025-01-16 13:25:00,2025-01-16 13:25:00
408,356,10,2,2025-01-28 09:25:00,2025-01-28 09:25:00
409,357,9,2,2025-01-28 10:29:00,2025-01-28 10:29:00
